original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_street_level,confidence_city_level,attribution,attribution_license,attribution_url
United Kingdom,"3 Drum Mains Park,Orchardton Woods,Cumbernauld G68 9LD",705,2,55.937669,-4.061026,"Drum Mains Park, Cumbernauld, G68 9LD, United Kingdom",,,Drum Mains Park,G68 9LD,,,Cumbernauld,South Lanarkshire,SLK,Scotland,SCT,United Kingdom,gb,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Drum Mains Park,Orchardton Woods,Cumbernauld,Scotland,G68 9LD",706,2,55.937669,-4.061026,"Drum Mains Park, Cumbernauld, G68 9LD, United Kingdom",,,Drum Mains Park,G68 9LD,,,Cumbernauld,South Lanarkshire,SLK,Scotland,SCT,United Kingdom,gb,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Etongate,112 Windsor Rd.,Slough,Berkshire,SL1 2JA",707,2,51.50547,-0.59851,"Slough, SL1 2JA, United Kingdom",,,,SL1 2JA,,,Slough,,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Forest Court,Oaklands Park,Wokingham,Berkshire,RG41 2FD",708,2,51.4120318,-0.8324037,"Wokingham, ENG, United Kingdom",,,,,,,Wokingham,Borough of Wokingham,,England,ENG,United Kingdom,gb,0.25,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Furzeground Way,Stockley Park,Uxbride,Middlesex UB11 1EZ",709,2,51.5083934,-0.4412488806683331,"3 Furzeground Way, London, UB11 1BB, United Kingdom",,3,Furzeground Way,UB11 1BB,London Borough of Hillingdon,Stockley Park,London,Greater London,,England,ENG,United Kingdom,gb,0.48999999999999994,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Furzeground Way,Stockley Park,Uxbridge,Middlesex UB11 1DD",710,2,51.542143,-0.479459,"Uxbridge, London, ENG, United Kingdom",Uxbridge,,,,Hillingdon,Uxbridge,London,London,,England,ENG,United Kingdom,gb,0.25,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"3 Furzeground Way,Stockley Park,Uxbridge,Middlesex,UB11 1DD",711,2,51.542143,-0.479459,"Uxbridge, London, ENG, United Kingdom",Uxbridge,,,,Hillingdon,Uxbridge,London,London,,England,ENG,United Kingdom,gb,0.25,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"3 Furzeground Way,Stockley Park,Uxbridge,Middlesex,UB11 1EZ",712,2,51.542143,-0.479459,"Uxbridge, London, ENG, United Kingdom",Uxbridge,,,,Hillingdon,Uxbridge,London,London,,England,ENG,United Kingdom,gb,0.25,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"3 Hamilton Close Houdmills Ind. Estate, Basingstoke,Hampshire,RG21 6YT",713,2,51.267266,-1.129058,"3 Dudley Close, Basingstoke, RG21 6YT, United Kingdom",,3,Dudley Close,RG21 6YT,,,Basingstoke,Hampshire,HAM,England,ENG,United Kingdom,gb,0.15882352941176472,0.17647058823529413,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Hamilton Close Houndmills Ind. Estate, Basingstoke,Hampshire,RG21 6YT",714,2,51.2749807,-1.1090073,"Hamilton Close, Basingstoke and Deane, RG21 6YT, United Kingdom",Hamilton Close,,Hamilton Close,RG21 6YT,,Houndmills,Basingstoke and Deane,Hampshire,HAM,England,ENG,United Kingdom,gb,0.35,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Hanover Sq.,London W1R 9RD",715,2,51.513608,-0.142943,"3 Hanover Square, London, W1S 1HQ, United Kingdom",,3,Hanover Square,W1S 1HQ,Westminster,Mayfair,London,London,,England,ENG,United Kingdom,gb,0.6296296296296297,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,3 Hanover Square London W1R 9RD,716,2,51.5136082,-0.1429432,"Unit London, 3 Hanover Square, London, W1S 1HQ, United Kingdom",Unit London,3,Hanover Square,W1S 1HQ,Westminster,Mayfair,City of Westminster,Greater London,,England,ENG,United Kingdom,gb,0.24300000000000002,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Howarth Court,Gateway Crescent,Broadway Business Park,Chadderton,Oldham OL9 9XB",717,2,53.5320899,-2.16558,"Oldham, OL9 9XB, United Kingdom",,,,OL9 9XB,,,Oldham,Greater Manchester,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Infiniti Dr.,Hillthorn Business Park,Washington,Tyne & Wear,NE37 3HG",718,2,54.90848,-1.49771,"Washington (Sunderland), NE37 3HG, United Kingdom",,,,NE37 3HG,,,Sunderland,Tyne and Wear,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Lands End Way Oakham Rutland,LE15 6RB",719,2,52.6778465,-0.735494,"3 Lands End Way, Barleythorpe, LE15 6RB, United Kingdom",,3,Lands End Way,LE15 6RB,,Oakham,Barleythorpe,Rutland,RUT,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Logan Place,Kensington,London W8 6QN",720,2,51.49463805,-0.1973442623999055,"3 Logan Place, London, W8 6DL, United Kingdom",,3,Logan Place,W8 6DL,Royal Borough of Kensington and Chelsea,Earl's Court,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Lombard St.,London EC3V 9AA",721,2,51.5130587,-0.0886057,"3 Lombard Street, City of London, EC3V 9AA, United Kingdom",,3,Lombard Street,EC3V 9AA,City of London,Cornhill,City of London,London,,England,ENG,United Kingdom,gb,0.9,1,1,,,
United Kingdom,"3 Maple Park,Lowfields Ave.,Leeds,West Yorkshire,LS12 6HH",722,2,53.7811601,-1.569948,"Lowfields Avenue, Leeds, LS12 6HH, United Kingdom",Lowfields Avenue,,Lowfields Avenue,LS12 6HH,,Beeston,Leeds,West Yorkshire,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Newman Lane Ind.Estate Alton,Hampshire,GU34 2QR",723,2,51.15453,-0.96137,"Alton (East Hampshire), GU34 2QR, United Kingdom",,,,GU34 2QR,,,East Hampshire,Hampshire,HAM,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Redwood Place,East Kilbride,Glasgow,G74 5PB",724,2,55.7744393,-4.170482043204398,"East Kilbride Cemetery, East Kilbride, G74 4PS, United Kingdom",East Kilbride Cemetery,,,G74 4PS,,Nerston,East Kilbride,South Lanarkshire,SLK,Scotland,SCT,United Kingdom,gb,0.24499999999999997,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Redwood Place,Peel Park Campus,East Kilbride,Glasgow,G74 5PB",725,2,55.7676019,-4.2247108,"Redwood Place, East Kilbride, G74 5PB, United Kingdom",Redwood Place,,Redwood Place,G74 5PB,,Hairmyres,East Kilbride,South Lanarkshire,SLK,Scotland,SCT,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Shortlands Hammersmith Int'l Centre London,W6 8EQ",726,2,51.514993,-0.092813,"City of London, London, ENG, United Kingdom",City of London,,,,City of London,,London,London,,England,ENG,United Kingdom,gb,0.25,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"3 Shortlands,2nd Fl.,Hammersmith,London,W6 8EE",727,2,51.49269605,-0.21978824554255738,"3 Shortlands, London, W6 8BT, United Kingdom",,3,Shortlands,W6 8BT,London Borough of Hammersmith and Fulham,Brook Green,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Shortlands,Hammersmith,London W6 8DA",728,2,51.49269605,-0.21978824554255738,"3 Shortlands, London, W6 8BT, United Kingdom",,3,Shortlands,W6 8BT,London Borough of Hammersmith and Fulham,Brook Green,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Shortlands,London W6 8DA",729,2,51.49269605,-0.21978824554255738,"3 Shortlands, London, W6 8BT, United Kingdom",,3,Shortlands,W6 8BT,London Borough of Hammersmith and Fulham,Brook Green,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Shortlands,London W6 8EE",730,2,51.49269605,-0.21978824554255738,"3 Shortlands, London, W6 8BT, United Kingdom",,3,Shortlands,W6 8BT,London Borough of Hammersmith and Fulham,Brook Green,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Tanners Dr.,Blakelands,Milton Keynes,MK14 5BU",731,2,52.0771469,-0.7444678,"Tanners Drive, Milton Keynes, MK14 5BU, United Kingdom",Tanners Drive,,Tanners Drive,MK14 5BU,,Great Linford,Milton Keynes,City of Milton Keynes,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Tanners Dr.,Blakelands,Mitan Keynes MK14 5BU",732,2,52.043158,-0.757609,"Laser Clinics United Kingdom, Milton Keynes, MK14 5BU, United Kingdom",Laser Clinics United Kingdom,,,MK14 5BU,Central Milton Keynes,,Central Milton Keynes,Buckinghamshire,BKM,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3 Thomas More Sq.,London E1W 1WY",733,2,51.508086649999996,-0.06745736220340005,"3 Thomas More Square, London, E1W 1WY, United Kingdom",,3,Thomas More Square,E1W 1WY,London Borough of Tower Hamlets,Wapping,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3,Brindley Rd.,South West Ind.Estate,Peterlee,Co.Durham SR8 2JD",734,2,54.76039455,-1.3602550051171396,"NSK Bearings Europe, 3 Brindley Road, Peterlee, SR8 2JD, United Kingdom",NSK Bearings Europe,3,Brindley Road,SR8 2JD,,Shotton,Peterlee,County Durham,,England,ENG,United Kingdom,gb,0.7796610169491526,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3,Brindley Rd.,South West Industrial Estate,Peterlee,Co.Durham SR8 2JD",735,2,54.76039455,-1.3602550051171396,"NSK Bearings Europe, 3 Brindley Road, Peterlee, SR8 2JD, United Kingdom",NSK Bearings Europe,3,Brindley Road,SR8 2JD,,Shotton,Peterlee,County Durham,,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3,Finsbury Ave.,London EC2M 2PA",736,2,51.519569,-0.08463034,"City of London, EC2M 2PA, United Kingdom",,,,EC2M 2PA,,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3,The Maltings Wetmore Rd.,Burton Upon Trent,Staffordshire,DE14 1SE",737,2,52.818291,-1.616811,"Burton Civil Parish (Burton Upon Trent), DE14 1SE, United Kingdom",,,,DE14 1SE,Burton Civil Parish,,Burton Upon Trent,Staffordshire,STS,England,ENG,United Kingdom,gb,0.25,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"3,Warren Rd.,Trafford Park,Manchester M17 1QR",738,2,53.4670057,-2.325214,"Warren Road, Trafford, M17 1QR, United Kingdom",Warren Road,,Warren Road,M17 1QR,,Mosley,Trafford,Greater Manchester,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"30 Bridge Rd.,Hayward Heath,West Sussex",739,2,51.009298799999996,-0.0975032351052335,"30 Bridge Road, Mid Sussex, RH16 1TX, United Kingdom",,30,Bridge Road,RH16 1TX,,Bridge Road Business Estate,Mid Sussex,West Sussex,WSX,England,ENG,United Kingdom,gb,0.81,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"30 Coleman St.,London EC2R 5AE",740,2,51.515678699999995,-0.09011120117889412,"30 Coleman Street, City of London, EC2R 5EH, United Kingdom",,30,Coleman Street,EC2R 5EH,,Cheap,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"30 Coleman St.,London EC2R 5AE.",741,2,51.515678699999995,-0.09011120117889412,"30 Coleman Street, City of London, EC2R 5EH, United Kingdom",,30,Coleman Street,EC2R 5EH,,Cheap,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"30 Coleman St.,London EC2R 5AL",742,2,51.51564,-0.09016,"City of London, EC2R 5AL, United Kingdom",,,,EC2R 5AL,,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"30 Coleman St.,London EC2R,5AL",743,2,51.515678699999995,-0.09011120117889412,"30 Coleman Street, City of London, EC2R 5EH, United Kingdom",,30,Coleman Street,EC2R 5EH,,Cheap,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"30 Colliery Rd.,Clyde Gateway East,Glasgow G32 8SL",744,2,55.8384048,-4.1817442,"Colliery Road, Glasgow, G32 8SL, United Kingdom",Colliery Road,,Colliery Road,G32 8SL,,Tollcross,Glasgow,Glasgow City,GLG,Scotland,SCT,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"30 Dorset Sq.,London NW1 6QJ",745,2,51.5223347,-0.16121853660412305,"30 Dorset Square, London, NW1 6QJ, United Kingdom",,30,Dorset Square,NW1 6QJ,,Marylebone,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"30 Dorset Square,London NW1 6QJ",746,2,51.5223347,-0.16121853660412305,"30 Dorset Square, London, NW1 6QJ, United Kingdom",,30,Dorset Square,NW1 6QJ,,Marylebone,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"30 Mill Rd.,GT.Burstead Billericay Essex",747,2,51.6284395,0.4218142,"Billericay, ENG, United Kingdom",,,,,,,Billericay,,,England,ENG,United Kingdom,gb,0.25,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"30 Old Bailey,London,EC4M 7AU",748,2,51.5151452,-0.1023878,"Mizuho Bank, 30 Old Bailey, City of London, EC4M 7AU, United Kingdom",Mizuho Bank,30,Old Bailey,EC4M 7AU,,Blackfriars,City of London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"30-34 Moorgate,London EC2R 6DN",749,2,51.5172127,-0.0887576,"Moorgate, City of London, EC2R 6EJ, United Kingdom",Moorgate,,Moorgate,EC2R 6EJ,,Barbican,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"3000 Hillswood Dr.Hillswood Business Park Chertsey,Surrey KT16 0RS",750,2,51.392296,-0.5038294,"Chertsey, Runnymede, ENG, United Kingdom",Chertsey,,,,,,Borough of Runnymede,Surrey,SRY,England,ENG,United Kingdom,gb,0.25,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"31 Gresham St.,London EC2V 7QA",751,2,51.515254,-0.092973,"31 Gresham Street, City of London, EC2V 7QP, United Kingdom",,31,Gresham Street,EC2V 7QP,City of London,Cheap,City of London,London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,,,
United Kingdom,"31 Lancaster Gate,London W2 3LP",752,2,51.512344299999995,-0.1798634326893201,"31 Lancaster Gate, London, W2 3NP, United Kingdom",,31,Lancaster Gate,W2 3NP,,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"31 Orchard Crescent,Edgware,Middlesex HA8 9PP",753,2,51.6159736,-0.263687,"Orchard Crescent, London, HA8 9PW, United Kingdom",Orchard Crescent,,Orchard Crescent,HA8 9PW,London Borough of Barnet,The Hale,London,Greater London,,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"32 St.,Mary at Hill,London EC3P 3AJ",754,2,51.509968,-0.083458,"St. Mary at Hill, London, EC3P 3AJ, United Kingdom",,,St. Mary at Hill,EC3P 3AJ,City of London,Fenchurch,London,London,,England,ENG,United Kingdom,gb,0.5757575757575757,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"32 St.Mary at Hill,London EC3P 3AJ",755,2,51.5098948,-0.083489,"St. Mary at Hill, City of London, EC3R 8EE, United Kingdom",St. Mary at Hill,,St. Mary at Hill,EC3R 8EE,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.1215,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"32 ST.Mary at Hill,London,EC3P 3AJ",756,2,51.5098948,-0.083489,"St. Mary at Hill, City of London, EC3R 8EE, United Kingdom",St. Mary at Hill,,St. Mary at Hill,EC3R 8EE,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.1215,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"320 Garratt Laue,Earlsfield,London,SW18 4EJ",757,2,51.4437886,-0.1901334,"Franklin, 320 Garratt Lane, London, SW18 4EJ, United Kingdom",Franklin,320,Garratt Lane,SW18 4EJ,London Borough of Wandsworth,Earlsfield,London,Greater London,,England,ENG,United Kingdom,gb,0.6075,0.675,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"329 Tyburn Rd.,Erdington,Birmingham B24 8HJ",758,2,52.5092305,-1.8373137,"Tyburn Road, Birmingham, B24 8HJ, United Kingdom",Tyburn Road,,Tyburn Road,B24 8HJ,,,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 Cavendish Sq.,London W1M 0LX",759,2,51.517214,-0.145506,"14 Cavendish Square, London, W1G 0PL, United Kingdom",,14,Cavendish Square,W1G 0PL,Westminster,Marylebone,London,London,,England,ENG,United Kingdom,gb,0.45,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 Cavendish Sq.,London W1M 9HF",760,2,51.517214,-0.145506,"14 Cavendish Square, London, W1G 0PL, United Kingdom",,14,Cavendish Square,W1G 0PL,Westminster,Marylebone,London,London,,England,ENG,United Kingdom,gb,0.45,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 Cavendish Square,London W1M 9HF",761,2,51.517214,-0.145506,"14 Cavendish Square, London, W1G 0PL, United Kingdom",,14,Cavendish Square,W1G 0PL,Westminster,Marylebone,London,London,,England,ENG,United Kingdom,gb,0.45,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 Cornhill,London,EC3V 3ND",762,2,51.5132639,-0.0862317,"Simmons, 33-35 Cornhill, City of London, EC3V 3ND, United Kingdom",Simmons,33-35,Cornhill,EC3V 3ND,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.81,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 Gracechurch St.,London,EC3V 0BT",763,2,51.5117968,-0.0854771,"TK Maxx, 33 Gracechurch Street, City of London, EC3V 0BT, United Kingdom",TK Maxx,33,Gracechurch Street,EC3V 0BT,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 King St.,St.Jame's Sq.,London,SW1Y 6RJ",764,2,51.50669,-0.13615,"London, SW1Y 6RJ, United Kingdom",,,,SW1Y 6RJ,,,London,Greater London,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 King William St.,London,EC4R 94S",765,2,51.510061699999994,-0.0875375872964648,"33 Central, 33 King William Street, City of London, EC4R 9AT, United Kingdom",33 Central,33,King William Street,EC4R 9AT,City of London,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 Kingsway,London WC2B 6UF",766,2,51.514105,-0.1183936,"London, WC2B 6UF, United Kingdom",,,,WC2B 6UF,,,London,Greater London,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 Lombard St.,London EC3V 9BQ",767,2,51.51205,-0.08629,"City of London, EC3V 9BQ, United Kingdom",,,,EC3V 9BQ,,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 Lombard St.,London EC3V 9HR",768,2,51.5131983,-0.088775,"Lombard Street, City of London, EC3V 3LA, United Kingdom",Lombard Street,,Lombard Street,EC3V 3LA,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 Lombard St.,London,EC3V 9BQ",769,2,51.51205,-0.08629,"City of London, EC3V 9BQ, United Kingdom",,,,EC3V 9BQ,,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 Lombard St.,London,EC3V 9HT",770,2,51.5131983,-0.088775,"Lombard Street, City of London, EC3V 3LA, United Kingdom",Lombard Street,,Lombard Street,EC3V 3LA,,Cornhill,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 Lombark St.,London,EC3R 9BQ",771,2,51.512141,-0.142634,"33 St George Street, London, EC3R 9BQ, United Kingdom",,33,St George Street,EC3R 9BQ,Westminster,Mayfair,London,London,,England,ENG,United Kingdom,gb,0.5103,0.567,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 Paul St.,London,EC2A 4JU",772,2,51.537631399999995,0.0037452660169716083,"33 Paul Street, London, E15 4QB, United Kingdom",,33,Paul Street,E15 4QB,London Borough of Newham,West Ham,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33 Paul St.,London,EC2A 4UP",773,2,51.537631399999995,0.0037452660169716083,"33 Paul Street, London, E15 4QB, United Kingdom",,33,Paul Street,E15 4QB,London Borough of Newham,West Ham,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33-34 Murdock Rd.,Bicester,Oxfordshire,OX26 4PP",774,2,51.9033875,-1.1419178,"Murdock Road, Cherwell District, OX26 4PP, United Kingdom",Murdock Road,,Murdock Road,OX26 4PP,Glory Farm,,Cherwell District,Oxfordshire,OXF,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33,Cavendish Sq.,London W1M 9HF",775,2,51.517214,-0.145506,"14 Cavendish Square, London, W1G 0PL, United Kingdom",,14,Cavendish Square,W1G 0PL,Westminster,Marylebone,London,London,,England,ENG,United Kingdom,gb,0.45,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33,Cavendish Sq.,London W1M OLY",776,2,51.51605265,-0.14384558007565088,"Starbucks Coffee Company, 33 Cavendish Square, London, W1G 0LU, United Kingdom",Starbucks Coffee Company,33,Cavendish Square,W1G 0LU,,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33,Cavendish Square,London X1M 9HF",777,2,51.51605265,-0.14384558007565088,"Starbucks Coffee Company, 33 Cavendish Square, London, W1G 0LU, United Kingdom",Starbucks Coffee Company,33,Cavendish Square,W1G 0LU,Westminster,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33.Paul St.,London,EC2A 4JU",778,2,51.537631399999995,0.0037452660169716083,"33 Paul Street, London, E15 4QB, United Kingdom",,33,Paul Street,E15 4QB,London Borough of Newham,West Ham,London,Greater London,,England,ENG,United Kingdom,gb,0.81,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33/34 Alfred Place,London WC1E 7DP",779,2,51.5198078,-0.1325669,"Alfred Place, London, WC1E 7EB, United Kingdom",Alfred Place,,Alfred Place,WC1E 7EB,London Borough of Camden,Bloomsbury,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"33134 Alfred Place,London WC1E 7DP",780,2,51.5198078,-0.1325669,"Alfred Place, London, WC1E 7EB, United Kingdom",Alfred Place,,Alfred Place,WC1E 7EB,London Borough of Camden,Bloomsbury,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"337 Bath Rd.,Slough,Berkshire SL1 5PR",781,2,51.5196648,-0.6343662,"Slough, SL1 5PR, United Kingdom",,,,SL1 5PR,,,Slough,,,England,ENG,United Kingdom,gb,0.6,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
