original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,name,housenumber,street,suburb,postcode,district,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"Chilton Way,Chilton Ind.Estate,Chilton,Ferryhill,Durham DL17 OSD",1865,4,54.677949,-1.530998,"Chilton Lane, Ferryhill, DL17 OSD, United Kingdom",,,Chilton Lane,,DL17 OSD,Ferryhill Civil Parish,Ferryhill,Durham,DUR,England,ENG,United Kingdom,gb,0.416745,0.567,0.5103,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Christchurch Rd.,Baglan Ind.Park,Port Talbot,SA12 7BZ",1866,4,51.6044363,-3.8115867,"Christchurch Road, Port Talbot, SA12 7BZ, United Kingdom",Christchurch Road,,Christchurch Road,Baglan Moors,SA12 7BZ,,Port Talbot,Neath Port Talbot,NTL,Wales,WLS,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Christchurch Rd.Baglan Ind.Park Port Talbot,SA12 7BZ",1867,4,51.59680495,-3.7617348612573114,"Port Talbot, Neath Port Talbot, WLS, United Kingdom",,,,Port Talbot,,,,Neath Port Talbot,NTL,Wales,WLS,United Kingdom,gb,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"CI Tower St.Georges Square,High St.,New Malden,Surrey,KT3 4HH",1868,4,51.3585582,-0.2139022,"High Street, London, SM3 8RW, United Kingdom",High Street,,High Street,,SM3 8RW,London Borough of Sutton,London,Greater London,,England,ENG,United Kingdom,gb,0,0.2222222222222222,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"City Place House,55 Basinghall St.,London EC2V 5DJ",1869,4,51.5169515,-0.091456,"55 Basinghall Avenue, City of London, EC2V 5DE, United Kingdom",,55,Basinghall Avenue,Barbican,EC2V 5DE,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"City Place House,55 Basinghall St.,London EC2V 5DQ",1870,4,51.5169515,-0.091456,"55 Basinghall Avenue, City of London, EC2V 5DE, United Kingdom",,55,Basinghall Avenue,Barbican,EC2V 5DE,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"City Place House,55 Basinghall St.London EC2V 5DJ",1871,4,51.5644928,-0.1072119,"GAIL's, 15 City North Place, London, N4 3HQ, United Kingdom",GAIL's,15,City North Place,Finsbury Park,N4 3HQ,London Borough of Islington,London,Greater London,,England,ENG,United Kingdom,gb,0.010848214285714287,0.28125,0.253125,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"City Point 1,Ropemaker St.,London EC2Y 9NY",1872,4,51.5189972,-0.0897507,"The Refinery, 1 Ropemaker Street, City of London, EC2Y 9AW, United Kingdom",The Refinery,1,Ropemaker Street,Barbican,EC2Y 9AW,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"City Point 1,Ropemaker St.,London,EC2Y 9NY",1873,4,51.5189972,-0.0897507,"The Refinery, 1 Ropemaker Street, City of London, EC2Y 9AW, United Kingdom",The Refinery,1,Ropemaker Street,Barbican,EC2Y 9AW,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"City Point,1 Ropemaker St.,London,EC2Y 9NY",1874,4,51.5189972,-0.0897507,"The Refinery, 1 Ropemaker Street, City of London, EC2Y 9AW, United Kingdom",The Refinery,1,Ropemaker Street,Barbican,EC2Y 9AW,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"City Rd.,Derby DE1 3RP",1875,4,52.9298982,-1.4751127,"City Road, Derby, DE1 3RP, United Kingdom",City Road,,City Road,Little Chester,DE1 3RP,Cathedral Quarter,Derby,Derby,DER,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"City Tower 40,Basing Holl St.,London EC2V 5DE",1876,4,51.51703,-0.09127,"City of London, EC2V 5DE, United Kingdom",,,,,EC2V 5DE,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"City Tower 40,Basinghall St.,London,EC2V 5DE",1877,4,51.5168981,-0.0913745,"Basinghall Avenue, City of London, EC2V 5DE, United Kingdom",Basinghall Avenue,,Basinghall Avenue,Barbican,EC2V 5DE,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"City Tower 40,Basinghall St.,London,EC2V DE",1878,4,51.5169364,-0.092117,"Basinghall Street, City of London, EC2V 5DU, United Kingdom",Basinghall Street,,Basinghall Street,Barbican,EC2V 5DU,,City of London,Greater London,,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"City Tower,40 Basinghall St.,London EC2V 5DE",1879,4,51.5168981,-0.0913745,"Basinghall Avenue, City of London, EC2V 5DE, United Kingdom",Basinghall Avenue,,Basinghall Avenue,Barbican,EC2V 5DE,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"City Tower,40 Basinghall St.London EC2",1880,4,51.800168,1.019509,"40 Tower Estate, St. Osyth, CO16 8NG, United Kingdom",,40,Tower Estate,,CO16 8NG,St. Osyth,St. Osyth,Essex,ESS,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"City Tower,40 Basinghall Street London EC2",1881,4,51.5161585,-0.0912418,"40 Basinghall Street, City of London, EC2V 5DH, United Kingdom",,40,Basinghall Street,Barbican,EC2V 5DH,City of London,City of London,London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,,,
United Kingdom,"City Tower,Level 16,40 Basinghall St.,London EC2V 5DE",1882,4,51.5168981,-0.0913745,"Basinghall Avenue, City of London, EC2V 5DE, United Kingdom",Basinghall Avenue,,Basinghall Avenue,Barbican,EC2V 5DE,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Citypoint 1,Ropemaker St.,London,EC2Y 9HT",1883,4,51.5189972,-0.0897507,"The Refinery, 1 Ropemaker Street, City of London, EC2Y 9AW, United Kingdom",The Refinery,1,Ropemaker Street,Barbican,EC2Y 9AW,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Citypoint 1,Ropemaker St.,London,EC2Y 9NY",1884,4,51.5189972,-0.0897507,"The Refinery, 1 Ropemaker Street, City of London, EC2Y 9AW, United Kingdom",The Refinery,1,Ropemaker Street,Barbican,EC2Y 9AW,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Citypoint Rm.1032,1 Ropemaker St.,London,EC2Y 9HT",1885,4,51.5194206,-0.088153,"Ropemaker Street, London, EC2Y 9AL, United Kingdom",Ropemaker Street,,Ropemaker Street,Finsbury,EC2Y 9AL,London Borough of Islington,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Citypoint Rm.1032,1,Ropemaker St.,London,EC2Y 9HT",1886,4,51.5194206,-0.088153,"Ropemaker Street, London, EC2Y 9AL, United Kingdom",Ropemaker Street,,Ropemaker Street,Finsbury,EC2Y 9AL,London Borough of Islington,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Clark Av.Porte Marsh Ind.Estate Calne Wiltshire SN11 9BS,1887,4,51.448443,-1.998749,"Porte Marsh Industrial Estate, Calne, SN11 9BS, United Kingdom",,,Porte Marsh Industrial Estate,,SN11 9BS,Calne Civil Parish,Calne,Wiltshire,WIL,England,ENG,United Kingdom,gb,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Clearwater Rd.,Queensway Meadows Ind.Estate,Newport,Gwent NP19 4ST",1888,4,51.5690458,-2.9440889,"Clearwater Road, Newport, NP19 4SL, United Kingdom",Clearwater Road,,Clearwater Road,Liswerry,NP19 4SL,Nash Community,Newport,Monmouthshire,MON,Wales,WLS,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Clearwater Rd.,Queensway Meadows Ind.Estate,Newport,Gwent NP9 0ST",1889,4,50.699777,-1.297673,"Newport Civil Parish (Newport), ENG, United Kingdom",,,,,,Newport Civil Parish,Newport,Isle of Wight,IOW,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"Clearwater Rd.,Queensway Meadows Ind.Estate,Newport,Gwent,NP19 4ST",1890,4,51.5690458,-2.9440889,"Clearwater Road, Newport, NP19 4SL, United Kingdom",Clearwater Road,,Clearwater Road,Liswerry,NP19 4SL,Nash Community,Newport,Monmouthshire,MON,Wales,WLS,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Cleeve Rd.,Leatherhead,Surrey,KT22 7SA",1891,4,51.3047169,-0.3343648,"Cleeve Road, Mole Valley, KT22 7NG, United Kingdom",Cleeve Road,,Cleeve Road,,KT22 7NG,,Mole Valley,Surrey,SRY,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Clifton House 83-89 Uxbridge Rd.,Ealing,London W5 5TA",1892,4,51.5120272,-0.3124801,"86 Uxbridge Road, London, W5 5TA, United Kingdom",,86,Uxbridge Road,Drayton Green,W5 5TA,Ealing,London,London,,England,ENG,United Kingdom,gb,0.63,1,1,,,
United Kingdom,"Clittaford Rd.-Southway,Plymouth PL6 6BE",1893,4,50.428754,-4.134928,"Clittaford Road, Plymouth, PL6 6BE, United Kingdom",,,Clittaford Road,,PL6 6BE,,Plymouth,Devon,DEV,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Clittaford Rd.,Southway,Plymouth,PL6 6DE",1894,4,50.4282697,-4.1350933,"Clittaford Road, Plymouth, PL6 6DT, United Kingdom",Clittaford Road,,Clittaford Road,Southway,PL6 6DT,,Plymouth,,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Clivemont Rd.,Cordwallis Park Maidenhead Berkshire SL6 7BU",1895,4,51.530404,-0.725681,"Clivemont Road, Maidenhead, SL6 7EP, United Kingdom",Clivemont Road,,Clivemont Road,North Town,SL6 7EP,,Maidenhead,Royal Borough of Windsor and Maidenhead,,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Clivemont Rd.,Cordwallis Park Maidenhead Berkshire,SL6 7BU",1896,4,51.530404,-0.725681,"Clivemont Road, Maidenhead, SL6 7EP, United Kingdom",Clivemont Road,,Clivemont Road,North Town,SL6 7EP,,Maidenhead,Royal Borough of Windsor and Maidenhead,,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Clivemont Rd.,Cordwallis Park Maidenhead Berkshire,SL6 7BZ",1897,4,51.530404,-0.725681,"Clivemont Road, Maidenhead, SL6 7EP, United Kingdom",Clivemont Road,,Clivemont Road,North Town,SL6 7EP,,Maidenhead,Royal Borough of Windsor and Maidenhead,,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Coast Rd.Wallsend Tyne and Wear NE28 9HR,1898,4,54.9994555,-1.5468453,"Coast Road Cycleway, North Tyneside, NE28 8AU, United Kingdom",Coast Road,,Coast Road Cycleway,Benton,NE28 8AU,,North Tyneside,North of Tyne,,England,ENG,United Kingdom,gb,0.567,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Coast Rd.Wallsend,Tyne and Wear,NE28 9NR",1899,4,54.9994555,-1.5468453,"Coast Road Cycleway, North Tyneside, NE28 8AU, United Kingdom",Coast Road,,Coast Road Cycleway,Benton,NE28 8AU,,North Tyneside,North of Tyne,,England,ENG,United Kingdom,gb,0.567,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Colindeep Lane,London NW9 6HE",1900,4,51.5912692,-0.2556135,"Colindeep Lane, London, NW9 6FL, United Kingdom",Colindeep Lane,,Colindeep Lane,Colindale,NW9 6FL,London Borough of Barnet,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Colindeep Lane,London NW9 6HZ",1901,4,51.5912692,-0.2556135,"Colindeep Lane, London, NW9 6FL, United Kingdom",Colindeep Lane,,Colindeep Lane,Colindale,NW9 6FL,London Borough of Barnet,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Coliseum Business Center,Riverside Way Camberley,Surrey GU15 3YL",1902,4,51.3288789,-0.7643592,"Surrey Heath, GU15 3YL, United Kingdom",,,,,GU15 3YL,,Surrey Heath,Surrey,SRY,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Coliseum Business Centre Riverside Way,Camberley,Surrey,GU15 3YL",1903,4,51.3288789,-0.7643592,"Surrey Heath, GU15 3YL, United Kingdom",,,,,GU15 3YL,,Surrey Heath,Surrey,SRY,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Coliseum Business Centre,Riverside Way Camberley,Surrey,GU15 3YL",1904,4,51.3288789,-0.7643592,"Surrey Heath, GU15 3YL, United Kingdom",,,,,GU15 3YL,,Surrey Heath,Surrey,SRY,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Commerce Way,Leighton Buzzard,Bedfordshrine,LU7 4RW",1905,4,51.9165794,-0.6620551,"Leighton Buzzard, LU7 1EE, United Kingdom",Leighton Buzzard,,,,LU7 1EE,,Leighton Buzzard,Central Bedfordshire,CBF,England,ENG,United Kingdom,gb,0.875,0.7,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Commonwealth House Hammersmith Int'l Centre 2 Chalkhill Rd.,Hammersmith,London W6 8DW",1906,4,51.563369,-0.2732665,"Chalkhill Road, London, HA9 9UG, United Kingdom",Chalkhill Road,,Chalkhill Road,Preston,HA9 9UG,London Borough of Brent,London,Greater London,,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Commonwealth House Hammersmith Int'l Centre 2,Chalkhill Rd.,London W6 8DW",1907,4,51.563369,-0.2732665,"Chalkhill Road, London, HA9 9UG, United Kingdom",Chalkhill Road,,Chalkhill Road,Preston,HA9 9UG,London Borough of Brent,London,Greater London,,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
