original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,name,housenumber,street,suburb,postcode,district,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"Bentall Industrial Park,Glover,District 11,Washington,Tyne & Wear NE37 2SH",1648,4,53.8122623,-1.627144,"Greggs, 41 Waterloo Terrace, Leeds, LS13 2ET, United Kingdom",Greggs,41,Waterloo Terrace,Bramley,LS13 2ET,,Leeds,West Yorkshire,,England,ENG,United Kingdom,gb,0.0012599999999999996,0.16199999999999998,0.0324,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Berkeley Business Park,Wainwright Rd.,Worcester,WR4 9ZL",1649,4,52.2122802,-2.1635921,"Wainwright Road, Worcester, WR4 9FQ, United Kingdom",Wainwright Road,,Wainwright Road,Warndon,WR4 9FQ,,Worcester,Worcestershire,WOR,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Berkeley Sq.House Berkeley Sq.London W1J 6BD,1650,4,51.50987615,-0.1446716420366358,"Berkeley Square House, Berkeley Square, London, W1J 6BE, United Kingdom",Berkeley Square House,,Berkeley Square,Mayfair,W1J 6BE,St. James's,London,Greater London,,England,ENG,United Kingdom,gb,0.8386363636363637,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Berkeley Sq.House,Berkeley Sq.,London,W1J 6BD",1651,4,51.50988,-0.1445799,"London, W1J 6BD, United Kingdom",,,,,W1J 6BD,,City of Westminster,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bernard Katz Bldg.,University College London,Gower St.,London WC1E 6BT",1652,4,51.523991,-0.134266,"Gower Street, London, WC1E 6DE, United Kingdom",Gower Street,,Gower Street,Fitzrovia,WC1E 6DE,London Borough of Camden,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bernard Katz Bldg.,University College London,Gower St.,London,WC1E 6BT",1653,4,51.523991,-0.134266,"Gower Street, London, WC1E 6DE, United Kingdom",Gower Street,,Gower Street,Fitzrovia,WC1E 6DE,London Borough of Camden,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Berwick House,Livery St.,Birmingham B3 2PB",1654,4,52.4838012,-1.9010703,"Birmingham, B3 2PB, United Kingdom",,,,,B3 2PB,,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Bessemer Way Centurion Business Park Templeborough Rotherham South Yorkshire S60 1FB,1655,4,53.419676,-1.375162,"Bessemer Way, Rotherham, S60 1FB, United Kingdom",,,Bessemer Way,,S60 1FB,,Rotherham,Rotherham,ROT,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bessemer Way,Centurion Business Park,Templeborough,Rotherham,S60 1FB",1656,4,53.419676,-1.375162,"Bessemer Way, Rotherham, S60 1FB, United Kingdom",,,Bessemer Way,,S60 1FB,,Rotherham,Rotherham,ROT,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bessemer Way,Centurion Business Park,Templeborough,Rotherham,South Yorkshire,S60 1FB",1657,4,53.419676,-1.375162,"Bessemer Way, Rotherham, S60 1FB, United Kingdom",,,Bessemer Way,,S60 1FB,,Rotherham,Rotherham,ROT,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Betchworth House 57-65,Station Rd.Redhill,Surrey RH1 1DL",1658,4,51.2406351,-0.1704663,"Betchworth House, 57-65 Station Road, Reigate and Banstead, RH1 1DL, United Kingdom",Betchworth House,57-65,Station Road,Earlswood,RH1 1DL,Reffles Bridge,Reigate and Banstead,Surrey,SRY,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bilton House 54-58 Uxbridge Rd.,London W5 2TL",1659,4,51.511926,-0.3130388,"56 Uxbridge Road, London, W5 2TL, United Kingdom",,56,Uxbridge Road,Drayton Green,W5 2TL,Ealing,London,London,,England,ENG,United Kingdom,gb,0.63,1,1,,,
United Kingdom,"BioPark,Broadwater Rd.,Welwyn Garden City,Hertfordshire,AL7 3AX",1660,4,51.7978255,-0.2036502,"Welwyn Hatfield, AL7 3AX, United Kingdom",,,,,AL7 3AX,,Welwyn Hatfield,Hertfordshire,HRT,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bioscience Centre,Times Sq.,Int'l Centre for Life,Newcastle Upon Tyne NE1 4EP",1661,4,54.9674522125,-1.62057275,"Newcastle upon Tyne, NE1 4EP, United Kingdom",,,,,NE1 4EP,,Newcastle upon Tyne,North of Tyne,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Birmingham,1662,4,52.4796992,-1.9026911,"Birmingham, ENG, United Kingdom",,,,,,,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Birmingham City,1663,4,52.42792845,-1.8720859920191608,"Quadron Birmingham City Council, Birmingham, ENG, United Kingdom",Quadron Birmingham City Council,,,Quadron Birmingham City Council,,,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.9,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Blaby Rd.,Wigston Leic.LE8 2DF",1664,4,52.5803111,-1.1278055201807236,"153 Blaby Road, Oadby and Wigston, LE18 4LB, United Kingdom",,153,Blaby Road,South Wigston,LE18 4LB,,Oadby and Wigston,Leicestershire,LEC,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Blackness Rd.,Altens Ind.Estate,Aberdeen,Scotland AB9 8SY",1665,4,57.1101228,-2.0767366,"Blackness Avenue, Black Ness Road, Aberdeen City, AB12 3ZS, United Kingdom",Blackness Avenue,,Black Ness Road,Cove and Altens,AB12 3ZS,,Aberdeen City,,,Scotland,SCT,United Kingdom,gb,0.45,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Blackness Rd.,Altens Industrial Estate,Aberdeen,Scotland AB9 8SY",1666,4,57.1101228,-2.0767366,"Blackness Avenue, Black Ness Road, Aberdeen City, AB12 3ZS, United Kingdom",Blackness Avenue,,Black Ness Road,Cove and Altens,AB12 3ZS,,Aberdeen City,,,Scotland,SCT,United Kingdom,gb,0.45,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Blackworth Ind.Estate Highworth Swindon,Wiltshire SN6 7NA",1667,4,51.6417146,-1.7114641,"Blackworth, Highworth, SN6 7NS, United Kingdom",Blackworth,,Blackworth,Highworth,SN6 7NS,,Highworth,Swindon,SWD,England,ENG,United Kingdom,gb,0.147,0.9,0.30000000000000004,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Blackworth Ind.Estate Highworth,Swindon,Wiltshire SN6 7NA",1668,4,51.6417146,-1.7114641,"Blackworth, Highworth, SN6 7NS, United Kingdom",Blackworth,,Blackworth,Highworth,SN6 7NS,,Highworth,Swindon,SWD,England,ENG,United Kingdom,gb,0.147,0.9,0.30000000000000004,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Blays House,Wick Rd.,Egham,TW20 0HJ",1669,4,51.4199188,-0.588139,"Wick Road, Runnymede, TW20 0HN, United Kingdom",Wick Road,,Wick Road,,TW20 0HN,,Borough of Runnymede,Surrey,SRY,England,ENG,United Kingdom,gb,0.5670000000000001,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bldg.11,Chiswick Park,566 Chiswick High Rd.,London,W4 5YA",1670,4,51.495141000000004,-0.2735772931034477,"Building 9, 566 Chiswick High Road, London, W4 5XT, United Kingdom",Building 9,566,Chiswick High Road,Grove Park,W4 5XT,London Borough of Hounslow,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bldg.2,Arena Business Park Reading Berks,RG2 0SU",1671,4,50.739438,-3.491896,"Arena Park, Exeter, EX4 8RB, United Kingdom",,,Arena Park,Whipton,EX4 8RB,,Exeter,Devon,DEV,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bldg.2020,Cambourne Business Park,Cambridgeshire,CB23 6DW",1672,4,52.2225289,-0.0737633,"ProCam, 2020 Cambourne Business Park, South Cambridgeshire, CB23 6DW, United Kingdom",ProCam,2020,Cambourne Business Park,Cambourne Business Park,CB23 6DW,,South Cambridgeshire,Cambridgeshire,CAM,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bldg.2020,Cambourne Business Park,Cambridgeshire,CB3 6DW",1673,4,52.222599200000005,-0.07417704868531194,"Cambourne Business Park Building 2020, 2020 Sheepfold Lane, Cambridge, CB23 6DW, United Kingdom",Cambourne Business Park Building 2020,2020,Sheepfold Lane,,CB23 6DW,,Cambridge,Cambridgeshire,CAM,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bldg.3,Chiswick Park 566,Chiswick High Rd.,Chiswick,London,W4 5YA",1674,4,51.495141000000004,-0.2735772931034477,"Building 9, 566 Chiswick High Road, London, W4 5XT, United Kingdom",Building 9,566,Chiswick High Road,Grove Park,W4 5XT,London Borough of Hounslow,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Block E,Sefton Park,Bells Hill,Stoke Poges,Buckinghamshire SL2 4HD",1675,4,51.5452501,-0.5861061,"Bells Hill, Stoke Poges, SL2 4EG, United Kingdom",Bells Hill,,Bells Hill,Stoke Poges,SL2 4EG,Beeches Community Board,Stoke Poges,Buckinghamshire,BKM,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Blyth Rd.,Halesworth,Suffolk",1676,4,52.3376086,1.5071644,"Blyth Road, East Suffolk, IP19 8EN, United Kingdom",Blyth Road,,Blyth Road,Blyth Road Industrial Estate,IP19 8EN,,East Suffolk,Suffolk,SFK,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Blyth Rd.,Halesworth,Suffolk 1P19 8EW",1677,4,52.3376086,1.5071644,"Blyth Road, East Suffolk, IP19 8EN, United Kingdom",Blyth Road,,Blyth Road,Blyth Road Industrial Estate,IP19 8EN,,East Suffolk,Suffolk,SFK,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Blyth Rd.,Halesworth,Suffolk,1P19 8EW",1678,4,52.3376086,1.5071644,"Blyth Road, East Suffolk, IP19 8EN, United Kingdom",Blyth Road,,Blyth Road,Blyth Road Industrial Estate,IP19 8EN,,East Suffolk,Suffolk,SFK,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Blyth Rd.,Halesworth,Suffolk,IP19 8EW",1679,4,52.3376086,1.5071644,"Blyth Road, East Suffolk, IP19 8EN, United Kingdom",Blyth Road,,Blyth Road,Blyth Road Industrial Estate,IP19 8EN,,East Suffolk,Suffolk,SFK,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Blyth Rd.Halesworth,Suffolk",1680,4,55.119097,-1.511938,"Blyth Civil Parish (Blyth), ENG, United Kingdom",,,,,,Blyth Civil Parish,Blyth,Northumberland,NBL,England,ENG,United Kingdom,gb,0.33333333333333337,0.33333333333333337,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"Bodmin Rd.,Wyken,Coventry CV2 5DZ",1681,4,52.41876,-1.4478403,"Bodmin Road, Coventry, CV2 5DB, United Kingdom",Bodmin Road,,Bodmin Road,Clifford Park,CV2 5DB,,Coventry,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Boldon Business Park,South Tyneside,Tyne & Wear",1682,4,54.94584425,-1.4696309777257914,"Boldon Business Park, Boldon Colliery, South Tyneside, Tyne and Wear, ENG, United Kingdom",Boldon Business Park,,,Boldon Colliery,,,South Tyneside,Tyne and Wear,,England,ENG,United Kingdom,gb,1,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Boldon Business Park,South Tyneside,Tyne&Wear",1683,4,54.94584425,-1.4696309777257914,"Boldon Business Park, Boldon Colliery, South Tyneside, Tyne and Wear, ENG, United Kingdom",Boldon Business Park,,,Boldon Colliery,,,South Tyneside,Tyne and Wear,,England,ENG,United Kingdom,gb,1,0.5454545454545454,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bond House 347/353 Chiswick High Rd.,London W4",1684,4,51.492714649999996,-0.27047389835841396,"HCA UK Chiswick Outpatients & Diagnostics Centre, 347-353 Chiswick High Road, London, W4 4HS, United Kingdom",HCA UK Chiswick Outpatients & Diagnostics Centre,347-353,Chiswick High Road,Grove Park,W4 4HS,London Borough of Hounslow,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bond St.House,14 Clifford St.,London W1X 1RE",1685,4,51.510474,-0.142296,"14 Clifford Street, London, W1S 4JZ, United Kingdom",,14,Clifford Street,Mayfair,W1S 4JZ,Westminster,London,London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bond St.House,14 Clifford St.,London W1X 2NR",1686,4,51.510474,-0.142296,"14 Clifford Street, London, W1S 4JZ, United Kingdom",,14,Clifford Street,Mayfair,W1S 4JZ,Westminster,London,London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bond Street House,14 Clifford St.,London SW1A 1LA",1687,4,51.50699,-0.14023,"London, SW1A 1LA, United Kingdom",,,,,SW1A 1LA,,City of Westminster,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bond Street House,14 Clifford St.,London W1X 1RE",1688,4,51.510474,-0.142296,"14 Clifford Street, London, W1S 4JZ, United Kingdom",,14,Clifford Street,Mayfair,W1S 4JZ,Westminster,London,London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bonnington Bond,2 Anderson Place,Edinburgh,EH6 5NP",1689,4,55.9707387,-3.1804151,"Dangerous Studio Limited, 2 Anderson Place, City of Edinburgh, EH6 5NP, United Kingdom",Dangerous Studio Limited,2,Anderson Place,Leith,EH6 5NP,Pilrig,City of Edinburgh,,,Scotland,SCT,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Bosh House Suites 126/132A Aldwych London WC2B/4QT,1690,4,51.561096,0.197942,"Aldwych Close, London, United Kingdom",,,Aldwych Close,,,Havering,London,London,,England,ENG,United Kingdom,gb,0.03456,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bothwell Park Ind.Estate,Hornal Rd.,Uddingston,Glasgow G71 6NZ",1691,4,55.8134202,-4.075532,"Hornal Road, Uddingston, G71 7FL, United Kingdom",Hornal Road,,Hornal Road,Moorlands,G71 7FL,,Uddingston,South Lanarkshire,SLK,Scotland,SCT,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Boundary Way,Lufton,Yeovil,Somerset",1692,4,50.953689,-2.651429,"Boundary Close, Yeovil Without, United Kingdom",,,Boundary Close,,,Yeovil Without,Yeovil Without,Somerset,SOM,England,ENG,United Kingdom,gb,0.315,0.9,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bow Bell House,Bread St.,London EC4M 9BQ",1693,4,51.5138641,-0.0945893,"Bread Street, City of London, EC4M 9BE, United Kingdom",Bread Street,,Bread Street,Cheap,EC4M 9BE,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bow Bells House,Bread St.,Cheapside,London,EC4M 9BQ",1694,4,51.5138641,-0.0945893,"Bread Street, City of London, EC4M 9BE, United Kingdom",Bread Street,,Bread Street,Cheap,EC4M 9BE,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bow Bells House,Bread St.,EC4M 9QB London",1695,4,51.5138641,-0.0945893,"Bread Street, City of London, EC4M 9BE, United Kingdom",Bread Street,,Bread Street,Cheap,EC4M 9BE,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bow Bells House,Bread St.,London EC4M 9BE",1696,4,51.5138641,-0.0945893,"Bread Street, City of London, EC4M 9BE, United Kingdom",Bread Street,,Bread Street,Cheap,EC4M 9BE,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bow Bells House,Bread St.,London EC4M 9BQ",1697,4,51.5138641,-0.0945893,"Bread Street, City of London, EC4M 9BE, United Kingdom",Bread Street,,Bread Street,Cheap,EC4M 9BE,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bow Bells House,Bread St.,London,EC4M 9BQ",1698,4,51.5138641,-0.0945893,"Bread Street, City of London, EC4M 9BE, United Kingdom",Bread Street,,Bread Street,Cheap,EC4M 9BE,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bow Bells House,Bread St.(Cheapside),London EC4M 9BQ",1699,4,51.5138641,-0.0945893,"Bread Street, City of London, EC4M 9BE, United Kingdom",Bread Street,,Bread Street,Cheap,EC4M 9BE,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bow Bells House,Bread St.London EC4M 9BQ",1700,4,51.571436,-0.151066,"Three Bells House, 3b Hampstead Lane, London, EC4M 9BQ, United Kingdom",Three Bells House,3b,Hampstead Lane,Hampstead Heath,EC4M 9BQ,Camden,London,London,,England,ENG,United Kingdom,gb,0.16028653846153842,0.30000000000000004,0.1323,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bow Bells House,Bread St.London,EC4M 9BQ",1701,4,51.571436,-0.151066,"Three Bells House, 3b Hampstead Lane, London, EC4M 9BQ, United Kingdom",Three Bells House,3b,Hampstead Lane,Hampstead Heath,EC4M 9BQ,Camden,London,London,,England,ENG,United Kingdom,gb,0.1776649736842105,0.9,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bowron St.,Norton Stockton on Tees,Cleveland,TS20 2BH",1702,4,54.57252,-1.30815,"Stockton-on-Tees, TS20 2BH, United Kingdom",,,,,TS20 2BH,,Stockton-on-Tees,Stockton-on-Tees,STT,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bowron St.,Norton Stockton on Tees,TS20 2BH",1703,4,54.57252,-1.30815,"Stockton-on-Tees, TS20 2BH, United Kingdom",,,,,TS20 2BH,,Stockton-on-Tees,Stockton-on-Tees,STT,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bracken House One Friday St.,London EC4M 9JA",1704,4,51.5124652,-0.0957471,"Friday Street, City of London, EC4M 6XD, United Kingdom",Friday Street,,Friday Street,Vintry,EC4M 6XD,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bracken House,1 Friday St.,London EC4M 9BT",1705,4,51.51244025,-0.0962286665425977,"Financial Times, 1 Friday Street, City of London, EC4M 9BT, United Kingdom",Financial Times,1,Friday Street,Vintry,EC4M 9BT,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bracken House,1 Friday St.,London EC4M 9JA",1706,4,51.51244025,-0.0962286665425977,"Financial Times, 1 Friday Street, City of London, EC4M 9BT, United Kingdom",Financial Times,1,Friday Street,Vintry,EC4M 9BT,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bracken House,1 Friday St.,London,EC4M 9JA",1707,4,51.51244025,-0.0962286665425977,"Financial Times, 1 Friday Street, City of London, EC4M 9BT, United Kingdom",Financial Times,1,Friday Street,Vintry,EC4M 9BT,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bracken House,One Friday St.,London EC4M 9JA",1708,4,51.5124652,-0.0957471,"Friday Street, City of London, EC4M 6XD, United Kingdom",Friday Street,,Friday Street,Vintry,EC4M 6XD,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bracken House,One Friday St.,London,EC4M 9JA",1709,4,51.5124652,-0.0957471,"Friday Street, City of London, EC4M 6XD, United Kingdom",Friday Street,,Friday Street,Vintry,EC4M 6XD,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bradbourne Dr.,Tilbrook Milton Keynes,Buckinghamshire MK7 8BN",1710,4,52.009366,-0.688778,"Bradbourne Drive, Milton Keynes, MK7 7DE, United Kingdom",,,Bradbourne Drive,Tilbrook,MK7 7DE,Walton Civil Parish,Milton Keynes,Buckinghamshire,BKM,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bradbourne Dr.,Tilbrook,Milton Keynes,MK7 8BN",1711,4,52.0087233,-0.6901381,"Bradbourne Drive, Milton Keynes, MK7 8AJ, United Kingdom",Bradbourne Drive,,Bradbourne Drive,Tilbrook,MK7 8AJ,,Milton Keynes,City of Milton Keynes,,England,ENG,United Kingdom,gb,0.5103,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bradbourne Dr.Tilbrook Milton Keynes,MK7 8BN Buckinghamshire",1712,4,52.014518,-0.6903174,"Bradbourne Drive, Milton Keynes, MK7 7DE, United Kingdom",Bradbourne Drive,,Bradbourne Drive,Tilbrook,MK7 7DE,,Milton Keynes,City of Milton Keynes,,England,ENG,United Kingdom,gb,0.2778299999999999,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bridge Gate House,55 High St.Redhill,Surrey RH1 1RX",1713,4,51.238641380000004,-0.16893582,"Reigate and Banstead, RH1 1RX, United Kingdom",,,,,RH1 1RX,,Reigate and Banstead,Surrey,SRY,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bridge Gate House,55 High St.Redhill,Surrey,RH1 1RX",1714,4,51.238641380000004,-0.16893582,"Reigate and Banstead, RH1 1RX, United Kingdom",,,,,RH1 1RX,,Reigate and Banstead,Surrey,SRY,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bridge House,3 Heron Sq.,Richmond,Surrey TW9 1EN",1715,4,51.4583569,-0.306345,"Heron Square, London, TW9 1EL, United Kingdom",Heron Square,,Heron Square,St Margarets,TW9 1EL,London Borough of Richmond upon Thames,London,Greater London,,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bridge House,3 Heron Square,Richmnod,Surrey TW9 1EN",1716,4,50.964173,-1.3732,"3 Heron Square, Eastleigh, SO50 9JA, United Kingdom",,3,Heron Square,North Stoneham,SO50 9JA,,Eastleigh,Hampshire,HAM,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bridge House,Priestley Way,Crawley,West Sussex,RH10 2NZ",1717,4,51.1366874,-0.1679048,"Priestley Way, Crawley, RH10 9NA, United Kingdom",Priestley Way,,Priestley Way,Lowfield Heath,RH10 9NA,,Crawley,West Sussex,WSX,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bridgeside Business Centre,Lingard Lane,Bredbury Stockport,Cheshire SK6 2QT",1718,4,53.4285553,-2.1271947,"Lingard Lane, Stockport, SK6 2QT, United Kingdom",Lingard Lane,,Lingard Lane,Brinnington,SK6 2QT,,Stockport,Greater Manchester,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bridgeside Business Centre,Lingard Lane,Bredbury Stockport,Cheshire,SK6 2QT",1719,4,53.4285553,-2.1271947,"Lingard Lane, Stockport, SK6 2QT, United Kingdom",Lingard Lane,,Lingard Lane,Brinnington,SK6 2QT,,Stockport,Greater Manchester,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
